Assembly `Azure.Core` is referencing `System.Diagnostics.DiagnosticSource, Version=8.0.0.0, PublicKeyToken=cc7b13ffcd2ddd51` but found `System.Diagnostics.DiagnosticSource, Version=9.0.0.0, PublicKeyToken=cc7b13ffcd2ddd51` at `System.Diagnostics.DiagnosticSource.dll`
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.Boolean System.Collections.ObjectModel.KeyedCollection`2<Newtonsoft.Json.Schema.Infrastructure.DeferredSchemaKey,Newtonsoft.Json.Schema.Infrastructure.DeferredSchema>::TryGetValue(!0,!1&)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.Int32 System.String::GetHashCode(System.StringComparison)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.Int32 System.String::IndexOf(System.Char,System.StringComparison)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.ReadOnlySpan`1<!0> System.ReadOnlySpan`1<System.Byte>::op_Implicit(!0[])' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.String System.String::Replace(System.String,System.String,System.StringComparison)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.String System.String::TrimStart(System.Char)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.String[] System.String::Split(System.Char,System.StringSplitOptions)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.Void System.Array::Reverse(!!0[])' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.Void System.Runtime.CompilerServices.IsReadOnlyAttribute::.ctor()' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve member reference 'System.Void System.Security.Cryptography.RSA::ImportRSAPublicKey(System.ReadOnlySpan`1<System.Byte>,System.Int32&)' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve type reference 'System.ReadOnlySpan`1' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': Failed to resolve type reference 'System.Runtime.CompilerServices.IsReadOnlyAttribute' in assembly 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
In assembly 'Newtonsoft.Json.Schema, Version=4.0.0.0, PublicKeyToken=30ad4fe6b2a6aeed': reference 'netstandard, Version=2.1.0.0, PublicKeyToken=cc7b13ffcd2ddd51' resolved from 'C:\Windows\Microsoft.NET\assembly\GAC_MSIL\netstandard\v4.0_2.0.0.0__cc7b13ffcd2ddd51\netstandard.dll' as 'netstandard, Version=2.0.0.0, PublicKeyToken=cc7b13ffcd2ddd51'
